Video,Video title,Video publish date,Comments,Shares,DisLikes,Likes,Subscribers lost,Subscribers gained,RPM (USD),CPM (USD),Average Percentage viewed(%),Average view Duration,Views,Subscribers,Your Estmated Revenue (USD),Impressions,Impressionss click-through rate (%),Watch time,Publish Month,Publish Day,Publish Weekday,Is Weekend,Likes per View,Dislikes per View,Comments per View,Shares per View,Subscribers per View,Average view Duration (sec),Watch time (sec),Performance
jam0xApfC-U,Reviewing Your Data Science Projects - Episode 3 (Student Portfolio),2020-05-11,32,23,13,149,4,67,2.979,7.014,24.55,0 days 00:03:17,4028,63,11.996,302651,0.96,9 days 04:44:36.960000,5,11,Monday,False,0.03698188136013899,0.003226607098535617,0.007942417473318442,0.0057086125589476296,0.01563663440059568,197.0,794676.96,Low
tJI-1mHeXoA,How to Build a Website  - Building my ULTIMATE Portfolio Website,2021-02-19,32,28,13,157,13,21,8.647,19.322,11.83,0 days 00:03:00,5483,765,47.386,105754,2.95,11 days 10:48:04.680000,2,19,Friday,False,0.02862873814733771,0.0023705324580598104,0.005835156819839533,0.005105762217359592,0.13949671772428884,180.0,989284.68,Low
txR8_jGi0Ls,Reviewing Your Data Science Projects - Episode 7 (Incredible Portfolio Website),2020-06-08,32,52,8,309,53,81,3.204,7.9,26.19,0 days 00:03:56,8778,28,28.109,202969,2.99,24 days 01:18:39.600000,6,8,Monday,False,0.03519763070964802,0.0009112655199908873,0.0036450620799635494,0.005923225879940768,0.0031894293199681055,236.0,2078319.6,High
8Vxjp2KVHqs,Reviewing Your Data Science Projects - Episode 21(The Cleanest Portfolio),2020-09-21,31,66,1,371,2,74,3.981,10.698,26.51,0 days 00:04:07,8700,72,34.626,164410,2.9,24 days 22:21:30.600000,9,21,Monday,False,0.042638777152051485,0.00011492931846914148,0.003562808872543386,0.007585335018963337,0.008274910929778187,247.0,2154090.6,High
Ft4GVkQQtgk,Data Science Resume Round-Up With @Tina Huang  - Episode 1,2020-09-28,31,53,2,258,6,50,5.991,13.499,18.64,0 days 00:04:34,9054,44,54.173,170650,2.66,28 days 17:37:00.480000,9,28,Monday,False,0.02849254555494202,0.00022087244616234125,0.0034235229155162895,0.005853119823302043,0.004859193815571507,274.0,2482620.48,High
4yI3vVe0Jos,Data Science Fundamentals: Data Cleaning in Python,2019-08-11,30,115,4,297,3,132,5.718,15.198,14.56,0 days 00:05:03,10430,129,59.526,126771,4.68,36 days 14:57:50.040000,8,11,Sunday,True,0.028472821397756688,0.0003834723420573291,0.0028760425654299686,0.011024829834148212,0.012366983031348864,303.0,3164270.04,High
N97MhZEp2UQ,Advice from a Data Analytics CEO (@How to Get an Analytics Job) - KNN EP. 17,2020-10-14,30,70,7,319,6,65,6.853,12.349,16.98,0 days 00:08:36,9457,59,64.756,221853,2.4,56 days 13:05:28.320000,10,14,Wednesday,False,0.0337280609008247,0.00074011418904631,0.0031719179530556143,0.0074011418904631,0.006238105307676042,516.0,4885528.32,High
zbLpoJVBMI,What the Heck is WSL 2? (My New Favorite Tool),2021-12-17,29,39,6,237,20,27,3.611,9.113,39.53,0 days 00:02:25,5004,766,18.005,132645,1.81,8 days 10:11:37.320000,12,17,Friday,False,0.047352647352647353,0.0011988011988011988,0.005794205794205794,0.007792207792207792,0.15304695304695304,145.0,727897.32,Low
TjGFBQC27ng,Business Skills for Data Science: What are they REALLY?,2021-10-18,29,34,4,228,10,31,6.367,13.744,35.84,0 days 00:03:52,4413,21,28.034,114051,2.01,11 days 21:10:08.040000,10,18,Monday,False,0.051653828726778435,0.0009062075215224287,0.006570004531037608,0.007702763932940644,0.00475758948799275,232.0,1026608.04,Low
UKuK2fXu_dU,Why Data-Viz is so Darn Important (@Story by Data | Kate Strachnyi) - KNN EP. 16,2020-09-30,29,36,5,281,7,29,4.47,11.487,15.53,0 days 00:06:05,6692,22,29.907,150870,2.13,28 days 06:32:20.040000,9,30,Wednesday,False,0.04198416255789631,0.0007470491558344539,0.004332885103839832,0.005378753922008068,0.0032870162856715973,365.0,2442740.04,Low
vy-R4oUZaC8,Data Science Project Example Start to Finish (Deep Learning Image Classifier),2020-03-20,29,108,2,384,3,174,3.336,10.289,15.99,0 days 00:03:52,9757,171,32.538,194945,2.9,26 days 04:53:44.160000,3,20,Friday,False,0.039352326296372205,0.00020496003279360525,0.002971920475507276,0.011067841770854684,0.017524082803853248,232.0,2264024.16,High
Z9dGmL2G-4k,Data Science Fundamentals: Data Exploration in Python (Pandas),2019-07-05,28,78,3,420,4,172,3.47,12.484,23.87,0 days 00:04:33,13658,168,47.361,115289,5.66,43 days 04:11:21.840000,7,5,Friday,False,0.03074895673182517,0.00021963540522732265,0.0020499304487883447,0.005710520535910389,0.012299582692730068,273.0,3730281.84,High
q6Lf2yhvluw,Reviewing Your Data Science Projects - Episode 17 (Best Portfolio Website Yet?),2020-08-24,28,50,0,378,4,99,4.646,11.355,21.91,0 days 00:04:02,9384,95,43.551,169277,2.93,26 days 08:54:50.760000,8,24,Monday,False,0.04027703782631859,0.0,0.0029834842834310068,0.005327650506126798,0.010122535961640916,242.0,2278490.76,High
qfRhKHV8-t4,Predicting Crypto-Currency Price Using RNN lSTM & GRU,2017-11-18,28,114,18,247,1,111,1.326,10.819,34.06,0 days 00:01:45,16558,110,21.944,168508,5.65,20 days 07:13:09.840000,11,18,Saturday,True,0.01491635968355577,0.0010870221631741046,0.0016909233649374962,0.006884473700102663,0.006642913219397306,105.0,1753989.84,High
1Ir1NgCuI0Y,Data Science Resume Round-Up With @Tina Huang  | Episode 3,2020-10-12,27,17,3,119,6,19,6.2,12.602,11.92,0 days 00:04:24,5011,13,31.041,117671,1.78,15 days 08:16:53.760000,10,12,Monday,False,0.023743016759776536,0.0005985634477254589,0.00538707102952913,0.003391859537110934,0.0025937749401436553,264.0,1325813.76,Low
74Z3F7i4qcI,5 Sports Analytics Books to Get You Started,2019-12-13,27,51,0,273,0,135,3.81,8.863,36.76,0 days 00:02:37,7386,135,28.125,112818,4.52,13 days 10:46:19.560000,12,13,Friday,False,0.03695681602815758,0.0,0.003655069717070529,0.006904020576688778,0.018275348585352645,157.0,1161979.56,Low
DW55gaQ_Egk,Reviewing Your Data Science Projects - Episode 1 (Exploratory Analysis),2020-04-27,27,52,5,332,5,142,3.082,8.865,30.76,0 days 00:03:37,7480,137,23.044,161974,2.91,18 days 20:28:42.240000,4,27,Monday,False,0.044379093704050264,0.000668359844940516,0.0036091431626787862,0.0069509423873813665,0.01831305975137014,217.0,1628922.24,Low
UuR3nomI5AE,Reviewing Your Data Science Projects - Episode 14 [Deep Learning Focus],2020-08-03,27,17,2,187,5,32,2.454,6.158,22.37,0 days 00:03:50,4470,27,10.965,111095,2.43,11 days 21:50:30.840000,8,3,Monday,False,0.04182509505703422,0.00044732721986132855,0.006038917468127935,0.0038022813688212928,0.006038917468127935,230.0,1029030.84,Low
akbU9KOo_Qc,How to Stay Productive & Motivated When Learning Data Science,2019-09-29,27,64,1,501,3,132,4.318,14.981,36.25,0 days 00:04:03,9669,129,41.711,102363,3.88,27 days 06:14:02.040000,9,29,Sunday,True,0.05180972078593588,0.00010341261633919338,0.0027921406411582214,0.006618407445708376,0.013340227507755946,243.0,2355242.04,High
KHAuuOQui2U,What You Need to Know for a Data Science Internship,2020-05-01,26,111,3,798,7,284,4.648,10.56,54.02,0 days 00:02:46,12317,277,57.149,194197,4.55,23 days 19:04:01.560000,5,1,Friday,False,0.06478324403312226,0.00024354603019970775,0.0021107322617308004,0.009011203117389186,0.02248741678843968,166.0,2055841.56,High
dlZWB2D-NaQ,The 4 Types of Sports Analytics Projects,2020-02-03,26,134,4,637,10,526,5.546,12.031,40.96,0 days 00:02:53,17982,516,99.587,231123,5.06,36 days 04:39:34.920000,2,3,Monday,False,0.035422343324250684,0.000222432297169549,0.0014458099316020686,0.007451481955179892,0.028693766334871824,173.0,3127174.92,High
iiSZqsQKNX8,#66DaysOfData - What is it? #shorts,2021-06-11,26,30,4,297,2,43,2.968,10.321,68.1,0 days 00:00:32,6101,41,12.009,97878,2.7,2 days 06:14:21.120000,6,11,Friday,False,0.048672566371681415,0.0006555227794165847,0.0042608980662078005,0.004916420845624385,0.0067191084890199934,32.0,195261.12,Low
n6MiRgxN5iA,Why EVERYONE Should Start a Podcast (Including YOU),2021-11-05,25,34,1,189,11,15,4.247,9.533,36.81,0 days 00:02:37,3092,444,13.118,116219,1.28,5 days 14:58:53.400000,11,5,Friday,False,0.061105722599418044,0.00032331070158422246,0.008082767539605561,0.010992563853863564,0.14354995150339475,157.0,485933.4,Low
omdhf8d53FM,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,2020-09-16,25,48,3,202,5,25,2.562,5.981,12.09,0 days 00:03:11,4885,20,12.511,96627,2.49,10 days 19:55:28.560000,9,16,Wednesday,False,0.04134261154318461,0.0006139991813344249,0.005116659844453541,0.009823986901350798,0.004093327875562832,191.0,935728.56,Low
B1g_yMKpdwo,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),2020-06-29,24,26,2,176,6,31,2.827,7.571,26.48,0 days 00:03:42,4227,25,11.945,101151,2.39,10 days 21:30:15.120000,6,29,Monday,False,0.041627246925260174,0.0004730368968779565,0.005676442762535478,0.006149479659413435,0.005912961210974456,222.0,941415.12,Low
SaWxVk7rDp4,What is a lambda function (python)? #shorts,2021-05-13,24,22,16,540,5,72,2.097,9.237,66.56,0 days 00:00:37,8275,67,6.943,155550,2.15,3 days 13:40:29.280000,5,13,Thursday,False,0.0652489125181247,0.0019333011116481392,0.0028999516674722086,0.0026582890285161915,0.008095698405026584,37.0,308429.28,Low
K6cNdgN3CI,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),2020-05-18,24,339,41,174,7,195,6.881,10.711,10.32,0 days 00:01:31,10762,188,74.043,750450,1.14,11 days 09:52:19.920000,5,18,Monday,False,0.01616649633001951,0.003809346836383908,0.002229861562761312,0.031496794574003534,0.017467248908296942,91.0,985939.92,High
f6NPw582FFc,Data Science Explained with ... Cooking?,2020-02-07,24,47,1,258,6,52,4.674,12.583,40.54,0 days 00:03:36,3947,46,18.412,100002,2.07,9 days 20:54:38.160000,2,7,Friday,False,0.06534954407294832,0.00025329280648429586,0.0060790273556231,0.011904761904761904,0.01165146909827761,216.0,852878.16,Low
7VcdvSyoxnc,His Startup Will Land You a Data Science Job (Jeremie Harris) - KNN EP. 15,2020-09-23,23,39,3,183,6,20,10.387,15.257,10.56,0 days 00:06:31,4566,14,47.428,122641,1.67,20 days 16:15:20.160000,9,23,Wednesday,False,0.04007006787825706,0.0006568863586599519,0.0050361287497262975,0.008539522662579374,0.003065469673746442,391.0,1786520.16,Low
mR2NCRgtLPE,Reviewing Your Data Science Projects - Episode 6 (Only 3 months of coding experience),2020-06-01,23,74,20,168,10,63,3.635,9.258,18.69,0 days 00:02:56,5504,53,20.002,157262,2.38,11 days 05:30:17.640000,6,1,Monday,False,0.030517711171662125,0.0036330608537693005,0.004178019981834696,0.013442325158946413,0.009627611262488647,176.0,970217.64,Low
oMdVg6GPODA,Why Right NOW is a Great Time to Learn Data Science,2020-03-23,23,28,1,260,2,40,3.956,10.126,56.53,0 days 00:01:48,4027,38,15.919,91868,3.01,5 days 01:24:07.200000,3,23,Monday,False,0.06454816285998013,0.00024826216484607745,0.0057100297914597815,0.006951340615690168,0.009433962264150943,108.0,437047.2,Low
2KkrtG5IsHo,Reviewing Your Data Science Projects - Episode 11(GITHUB CLEANING),2020-07-13,22,11,1,131,11,27,4.334,9.369,31.86,0 days 00:02:58,3352,16,14.529,97864,2.12,6 days 21:51:05.040000,7,13,Monday,False,0.03906949000894721,0.00029824038174768865,0.00656128839844915,0.003280644199224575,0.0047718461079630185,178.0,597065.04,Low
ammCGdzSoag,Building a Burrito Dashboard - Data Science Project from Scratch with atoti,2021-10-29,22,49,2,191,9,45,5.525,10.555,7.6,0 days 00:03:45,5883,36,32.398,137560,2.38,15 days 08:28:33.240000,10,29,Friday,False,0.03246091094493542,0.0003399048266485384,0.0037389530931339226,0.00832766825288919,0.006118286879673691,225.0,1326513.24,Low
irjTWNV0eAY,How to Simulate NBA Games in Python,2018-11-19,22,105,2,308,2,152,3.363,11.128,29.67,0 days 00:02:44,13742,150,46.214,149844,5.45,26 days 05:37:56.280000,11,19,Monday,False,0.022411409444808267,0.00014552863275849522,0.0016008149603434477,0.007640253219821,0.010914647456887142,164.0,2266676.28,High
rLawTH--l2Y,Reviewing Your Data Science Projects - Episode 19 (One Big Improvement),2020-09-07,22,12,0,164,4,16,3.715,8.704,28.76,0 days 00:04:23,3615,143,13.426,104392,2.03,11 days 00:49:11.640000,9,7,Monday,False,0.04535398230088496,0.0,0.006084070796460177,0.00331858407079646,0.03954646017699115,263.0,953351.64,Low
yIJrCFXs0rU,Data Science Fundamentals: Data Manipulation in Python (Pandas),2019-07-13,22,49,3,246,1,63,6.676,15.337,15.42,0 days 00:06:39,8633,62,57.53,103578,4.41,39 days 21:13:13.080000,7,13,Saturday,True,0.02849200833912439,0.00034746351633078526,0.0025480657864257587,0.005675237433402826,0.007180912670836229,399.0,3445993.08,High
EAezvs0eL1s,Data Science Fundamentals: Linear Regression,2019-11-29,20,28,0,140,2,46,4.652,16.891,12.62,0 days 00:04:52,4844,44,22.508,80902,2.89,16 days 09:23:50.280000,11,29,Friday,False,0.02889576883384933,0.0,0.0041279669762641896,0.005779153766769866,0.009081527347781218,292.0,1416230.28,Low
KEBVcVwFzaI,Reviewing Your Data Science Projects - Episode 15 (Quant Finance),2020-08-10,20,39,2,270,5,94,4.752,9.591,25.1,0 days 00:04:02,7705,89,36.566,153306,3.4,21 days 16:01:34.320000,8,10,Monday,False,0.03503763301323644,0.0002595380223202699,0.0025953802232026994,0.005060991435245263,0.01154944199325201,242.0,1872094.32,Low
imMPnCHvbkY,The Data Science Projects that Got Me a Job,2020-03-06,20,149,11,1201,3,718,3.928,9.461,44.97,0 days 00:02:00,33396,715,131.089,437098,5.19,46 days 09:46:29.280000,3,6,Friday,False,0.03596131389046921,0.00032937090157798604,0.0005988561846872473,0.004461478575919993,0.02140910860256909,120.0,4009589.28,High
6fwyyRgZlD0,Reviewing Your Data Science Projects - Episode 9 (Professional Violinist),2020-06-22,19,6,1,83,7,12,2.755,7.205,25.16,0 days 00:02:48,2242,325,6.176,81797,1.71,4 days 08:40:59.160000,6,22,Monday,False,0.03700401248328132,0.00044583147570218456,0.008470798038341507,0.0026749888542131075,0.14489522960321,168.0,376859.16,Low
QBIe4nbmZfA,Reviewing Your Data Science Projects - Episode 2 (Resume and Portfolio),2020-05-04,19,30,6,175,0,59,4.614,12.228,30.05,0 days 00:03:31,4581,59,21.129,139883,1.97,11 days 04:49:57.360000,5,4,Monday,False,0.038192928852029684,0.0013094718463553033,0.004146660846791794,0.006547359231776516,0.01287647315582715,211.0,967797.36,Low
tG_UW_p0UqE,Is Spotify Shuffle Really Random? #Shorts,2021-07-21,19,55,2,385,5,25,1.698,6.764,74.35,0 days 00:00:41,6579,20,5.974,141902,1.87,3 days 04:05:19.680000,7,21,Wednesday,False,0.05851063829787234,0.00030395136778115504,0.002887537993920973,0.008358662613981762,0.00303951367781155,41.0,273919.68,Low
9D7GzskcyUk,5 Tips for Crushing the Work From Home Life,2020-04-20,18,32,14,200,2,50,9.477,17.417,34.98,0 days 00:01:59,4934,48,46.759,580788,0.51,6 days 20:26:56.400000,4,20,Monday,False,0.040526849037487336,0.0028368794326241137,0.00364741641337386,0.006484295845997973,0.009726443768996961,119.0,592016.4,Low
apf6A3Nstm8,Reviewing Your Data Science Projects - Episode 20 (Bootcamp Capstone),2020-09-14,18,17,1,157,4,32,5.985,11.522,25.5,0 days 00:04:56,3673,28,21.971,122141,1.72,12 days 14:04:44.760000,9,14,Monday,False,0.042732716385411,0.00027218290691344586,0.004899292324442025,0.004627109417528579,0.007621121393576484,296.0,1087484.76,Low
RAMxzqSMDKE,Reviewing Your Projects - Episode 16 (Project Review for Beginners),2020-08-17,17,14,2,132,6,20,2.411,6.336,25.19,0 days 00:04:11,2998,14,7.227,88844,1.91,8 days 17:34:00.839999999,8,17,Monday,False,0.044014671557185726,0.0006668889629876625,0.0056685561853951315,0.004668222740913638,0.004668222740913638,251.0,754440.839999999,Low
VvnOXDCVm8k,Project Presentation - Expectations vs. Reality (funny) #shorts,2021-08-07,17,16,5,230,8,6,2.059,8.054,76.6,0 days 00:00:45,5932,932,6.17,133476,1.69,3 days 02:27:59.400000,8,7,Saturday,True,0.038766222821506824,0.0008427439743805831,0.0028653295128939827,0.0026967807180178663,0.15708747682454072,45.0,268079.4,Low
68GGPK3WaqI,Data Science Project - Expectations vs Reality (funny) #shorts,2021-08-06,16,20,10,484,2,38,3.19,10.591,71.96,0 days 00:00:43,14136,36,12.271,166268,3.82,7 days 01:32:20.400000,8,6,Friday,False,0.034236400933720025,0.0007073636556553725,0.0011317818490485959,0.001414727311310745,0.0025465091603593406,43.0,610340.4,High
sICJ6a2wX5g,#66DaysOfData - 3 Reasons to Start!,2021-06-18,16,8,5,184,2,6,1.699,7.284,56.83,0 days 00:00:30,3443,4,2.917,63656,1.9,1 days 04:48:27.360000,6,18,Friday,False,0.053426248548199766,0.0014518002322880372,0.004645760743321719,0.0023228803716608595,0.0011614401858304297,30.0,103707.36,Low
5SjK6YCs4o4,The Data Science Interview: What to Expect,2019-12-30,15,22,1,321,1,59,4.946,15.38,38.45,0 days 00:05:40,6185,58,30.575,134202,2.71,24 days 09:20:21.120000,12,30,Monday,False,0.0518913676042677,0.00016165535079211123,0.0024248302618816685,0.003556417717426447,0.00937601034594245,340.0,2107221.12,Low
WKXtTo7lqmA,Data Science Fundamentals: SQL Queries,2020-01-10,15,42,0,168,1,57,3.455,13.185,12.16,0 days 00:04:11,4774,56,16.489,76962,2.96,13 days 21:06:50.760000,1,10,Friday,False,0.03518324607329843,0.0,0.0031413612565445027,0.008795811518324608,0.011727748691099476,251.0,1199210.76,Low
9ZwVqXUHf6o,When Data Science Goes Wrong,2020-03-30,14,11,1,104,1,20,3.615,10.047,47.49,0 days 00:02:49,1668,19,6.03,71963,1.56,3 days 06:20:21.120000,3,30,Monday,False,0.06231276213301378,0.0005991611743559018,0.008388256440982624,0.006590772917914919,0.011384062312762133,169.0,282021.12,Low
ELFGsNqZrlM,Is it Important to Share Your Data Science Work? (Ft. Eric Weber),2020-07-22,14,8,2,96,5,15,3.522,7.881,20.5,0 days 00:04:02,1795,165,6.322,83137,1.03,5 days 00:43:09.120000,7,22,Wednesday,False,0.053452115812917596,0.0011135857461024498,0.0077951002227171495,0.004454342984409799,0.09187082405345212,242.0,434589.12,Low
LGEuDWjWQes,Applying Data Science To My YouTube Data: My Surprising Findings,2019-11-11,14,11,3,131,4,116,3.464,12.738,13.73,0 days 00:01:54,5642,112,19.53,75996,1.67,7 days 11:13:55.560000,11,11,Monday,False,0.023214602161970584,0.000531632110579479,0.002480949849370902,0.001949317738791423,0.019847598794967215,114.0,645235.56,Low
ZWdyBbgGZBQ,Sports Analytics 101: The Pythagorean Theorem of Sports,2019-11-22,14,56,2,214,2,89,5.362,12.367,48.63,0 days 00:03:02,4343,87,23.254,71531,3.58,9 days 04:36:00,11,22,Friday,False,0.049263351749539594,0.00046040515653775324,0.0032228360957642726,0.01289134438305709,0.020027624309392266,182.0,794160.0,Low
Zz_Mx1UPswI,Thank You For The Support | What's Next | Ken Jee | Data Science,2019-08-26,14,4,0,24,0,7,0.542,12.098,39.37,0 days 00:00:44,506,7,0.274,25885,0.54,0 days 06:18:32.040000,8,26,Monday,False,0.047337278106508875,0.0,0.027613412228796843,0.007889546351084813,0.013806706114398421,44.0,22712.04,Low
ei1m5lDQyBg,Data Science in Sports - Talk for Northwestern (Kellogg) MBA Students,2020-04-22,14,20,2,80,1,29,7.568,12.858,15.98,0 days 00:06:05,2794,28,21.144,330495,0.54,11 days 19:42:03.240000,4,22,Wednesday,False,0.028622540250447227,0.0007155635062611807,0.005008944543828265,0.007155635062611807,0.01001788908765653,365.0,1021323.24,Low
q8cEt8gj3zY,"Data Science, Machine Learning, and AI: What's the Difference?",2019-03-16,14,42,2,131,3,60,5.641,13.808,55.4,0 days 00:02:27,4722,57,26.586,71980,4.32,8 days 01:17:47.040000,3,16,Saturday,True,0.02773660808807961,0.0004234596654668643,0.0029642176582680498,0.00889265297480415,0.012068600465805632,147.0,695867.04,Low
143WWA5Sy9k,I Eat a Papaya Live on Stream (Plus Q&A for 150K Subs!),2021-07-16,13,8,6,93,33,12,2.611,6.522,5.23,0 days 00:04:21,2271,786,5.929,154655,0.8,6 days 21:14:51.360000,7,16,Friday,False,0.0409330985915493,0.002640845070422535,0.005721830985915493,0.0035211267605633804,0.3459507042253521,261.0,594891.36,Low
3BEtGaz70rQ,How Far Should the NBA 3-Point Line Actually Be?,2019-09-21,13,9,0,86,2,19,2.365,8.08,34.67,0 days 00:03:20,2312,17,5.466,92928,1.64,5 days 08:27:44.640000,9,21,Saturday,True,0.03718115002161695,0.0,0.005620406398616515,0.0038910505836575876,0.007349762213575443,200.0,462464.64,Low
3TrAYmrmA8o,The 9 Books That Changed My Perspective in 2019,2020-01-03,13,12,0,173,2,23,1.806,8.793,23.69,0 days 00:03:52,3037,21,5.485,60048,3.25,8 days 03:52:33.600000,1,3,Friday,False,0.056945358788676764,0.0,0.004279131007241606,0.003949967083607637,0.0069124423963133645,232.0,705153.6,Low
DopikusDfk0,Collision Course: Sports Betting + Data Science,2019-12-20,13,41,8,342,2,225,5.403,12.188,42.08,0 days 00:02:29,10291,223,55.502,124918,5.9,17 days 19:02:18.960000,12,20,Friday,False,0.03322969296541003,0.000777302759424796,0.0012631169840652933,0.003983676642052079,0.021667314418966188,149.0,1537338.96,High
qP0hRF-lGqg,The Problem with Data Science,2020-02-28,13,11,2,137,0,41,5.156,11.63,52.28,0 days 00:02:21,3301,41,17.01,69013,3.52,5 days 09:25:23.880000,2,28,Friday,False,0.04149000605693519,0.0006056935190793458,0.003937007874015748,0.003331314354936402,0.01241671714112659,141.0,465923.88,Low
2RWwN5ZT4tA,Should  @Luke Barousse Take This Data Analyst Job? (Funny) #Shorts,2022-01-14,12,2,3,78,1,1,1.882,11.16,70.68,0 days 00:00:38,2401,123,1.72,25094,2.64,1 days 01:56:15,1,14,Friday,False,0.0324729392173189,0.0012489592006661116,0.004995836802664446,0.0008326394671107411,0.05120732722731058,38.0,93375.0,Low
T7BQJJIGrmc,Data Science: Pros and Cons,2019-06-30,12,4,1,177,1,44,4.412,11.644,45.21,0 days 00:03:19,3919,43,17.27,67929,4.07,9 days 01:31:46.559999999,6,30,Sunday,True,0.045153061224489796,0.00025510204081632655,0.003061224489795918,0.0010204081632653062,0.01096938775510204,199.0,783106.559999999,Low
 kX2b6TF_9k,By The Numbers: Where Should The NBA Put a 4 Point Line?,2019-10-21,11,5,2,66,1,11,1.852,8.087,23.34,0 days 00:02:33,2344,10,4.342,77802,2.09,4 days 03:42:27,10,21,Monday,False,0.02814498933901919,0.0008528784648187633,0.004690831556503198,0.0021321961620469083,0.0042643923240938165,153.0,358947.0,Low
IFceyuL6GZY,How I Became A Data Scientist From a Business Background,2018-11-12,11,33,4,168,0,81,4.419,14.006,38.33,0 days 00:03:57,5515,81,24.358,58816,5.72,15 days 03:29:08.880000,11,12,Monday,False,0.030456852791878174,0.0007251631617113851,0.001994198694706309,0.005982596084118927,0.014684554024655547,237.0,1308548.88,Low
scSc6YSanQ0,How Statistics Saved the US SERIOUS $$$$ During WW2 #Shorts,2021-12-10,10,20,5,212,0,2,1.947,10.912,75.62,0 days 00:00:43,3130,549,2.484,59027,1.61,1 days 13:28:31.800000,12,10,Friday,False,0.06770999680613222,0.0015969338869370809,0.0031938677738741618,0.0063877355477483235,0.17534334078569147,43.0,134911.8,Low
sq5TnVJWv6A,Where YOU Should Start With Data Science Projects,2019-02-19,10,30,1,217,0,62,3.419,13.161,23.1,0 days 00:01:47,8026,62,27.329,96996,3.2,10 days 00:29:18.960000,2,19,Tuesday,False,0.027033761056434534,0.00012457954403886882,0.0012457954403886883,0.0037373863211660643,0.007723931730409867,107.0,865758.96,Low
1Cf7SdnBncg,My Top 5 Data Science Internship Tips,2019-06-15,9,38,2,387,1,166,4.958,12.892,44.37,0 days 00:03:33,8420,165,41.664,137556,4.53,20 days 20:09:11.520000,6,15,Saturday,True,0.04595653722835768,0.00023750148438427741,0.0010687566797292483,0.004512528203301271,0.019593872461702886,213.0,1800551.52,High
3bes4U4MHPg,How to Integrate Data Science into Your Business,2020-03-02,9,13,1,82,3,30,5.618,14.95,49.99,0 days 00:02:29,1831,27,10.258,49545,2.54,3 days 04:16:17.039999999,3,2,Monday,False,0.04475982532751092,0.0005458515283842794,0.0049126637554585155,0.007096069868995633,0.014737991266375546,149.0,274577.039999999,Low
Fs_LG5Y8GIU,Can You Learn Data Science Without a Computer?,2020-03-11,9,7,0,86,0,15,3.408,8.601,50.63,0 days 00:01:40,1102,15,3.756,50697,1.43,1 days 06:50:38.760000,3,11,Wednesday,False,0.07796917497733455,0.0,0.008159564823209429,0.006346328195829556,0.013599274705349048,100.0,111038.76,Low
CS4u9cORwA,Was Captain Marvel Bad? A Sentiment Analysis of Twitter Data,2019-03-09,9,39,2,162,2,65,2.721,11.541,37.81,0 days 00:02:50,3673,63,9.996,71161,2.63,7 days 05:58:09.840000,3,9,Saturday,True,0.04409363091997823,0.0005443658138268917,0.0024496461622210124,0.010615133369624387,0.01714752313554709,170.0,626289.84,Low
